id_orden,fecha,producto,categoria,precio_unitario,cantidad,canal,ciudad,metodo_pago,total_venta,fecha_str
1545,2024-10-10,Jean slim,Ropa,47533.01,1.0,MercadoLibre,Mar del Plata,Tarjeta crédito,47533.01,10/10/2024
1546,2024-03-06,Buzo hoodie,Ropa,50458.84,5.0,MercadoLibre,Mar del Plata,Tarjeta crédito,252294.19999999998,06/03/2024
1547,2024-04-08,Zapatillas running,Calzado,78099.94,5.0,Shopify,Lima,Tarjeta crédito,390499.7,08/04/2024
1548,2024-08-03,Gorra snapback,Accesorios,17329.39,2.0,,Santiago,Tarjeta crédito,34658.78,03/08/2024
1549,2024-12-06,Vestido floral,Ropa,41298.83,1.0,Tiendanube,Córdoba,Tarjeta crédito,41298.83,06/12/2024
1550,2024-07-13,Campera impermeable,Ropa,67125.2,2.0,Shopify,Bogotá,Transferencia,134250.4,13/07/2024
1551,2024-12-12,Zapatillas running,Calzado,81261.99,3.0,WooCommerce,Bogotá,Tarjeta crédito,243785.97000000003,12/12/2024
1552,2024-03-30,Buzo hoodie,Ropa,53496.61,2.0,WooCommerce,Mar del Plata,Tarjeta crédito,106993.22,30/03/2024
1553,2024-11-11,Medias pack x3,Accesorios,7342.77,2.0,WooCommerce,Santiago,Efectivo,14685.54,11/11/2024
1554,2024-10-18,Vestido floral,Ropa,35561.82,5.0,Shopify,Santiago,Tarjeta crédito,177809.1,18/10/2024
1555,2024-06-03,Medias pack x3,Accesorios,8435.1,5.0,MercadoLibre,Santiago,Transferencia,42175.5,03/06/2024
1556,2024-07-26,Vestido floral,Ropa,36160.38,5.0,MercadoLibre,Ciudad de México,Efectivo,180801.9,26/07/2024
1557,2024-10-07,Campera impermeable,Ropa,71614.96,3.0,Shopify,Lima,Transferencia,214844.88,07/10/2024
1558,2024-01-01,Short deportivo,Ropa,20926.52,5.0,Shopify,Santiago,Transferencia,104632.6,01/01/2024
1559,2024-06-04,Zapatillas running,Calzado,91403.18,1.0,MercadoLibre,Santiago,Tarjeta débito,91403.18,04/06/2024
1560,2024-05-26,Campera impermeable,Ropa,74164.21,4.0,Tiendanube,Buenos Aires,Tarjeta débito,296656.84,26/05/2024
1561,2024-04-17,Campera impermeable,Ropa,66822.44,0.0,MercadoLibre,Mar del Plata,Tarjeta crédito,66822.44,17/04/2024
1562,2024-08-08,Medias pack x3,Accesorios,7398.35,1.0,MercadoLibre,Rosario,Tarjeta crédito,7398.35,08/08/2024
1563,2024-10-23,Medias pack x3,Accesorios,0.0,5.0,WooCommerce,Ciudad de México,Tarjeta débito,40549.85,23/10/2024
1564,2024-11-06,Gorra snapback,Accesorios,16342.53,4.0,MercadoLibre,Lima,Efectivo,65370.12,06/11/2024
1565,2024-12-01,Buzo hoodie,Ropa,58949.04,4.0,MercadoLibre,Madrid,Tarjeta crédito,235796.16,01/12/2024
1566,2024-06-13,Medias pack x3,Accesorios,7841.5,4.0,Shopify,Bogotá,Tarjeta crédito,31366.0,13/06/2024
1567,2024-08-26,Vestido floral,Ropa,40713.21,3.0,MercadoLibre,Bogotá,Transferencia,122139.63,fecha_invalida
1568,2024-08-14,Buzo hoodie,Ropa,59588.54,5.0,WooCommerce,Buenos Aires,Tarjeta crédito,297942.7,14/08/2024
1569,2024-08-14,Jean slim,Ropa,41660.86,4.0,Shopify,Córdoba,Tarjeta débito,166643.44,14/08/2024
1570,2024-12-11,Zapatillas running,Calzado,82734.45,3.0,MercadoLibre,Santiago,Tarjeta crédito,248203.34999999998,11/12/2024
1571,2024-04-19,,Ropa,40620.75,2.0,Shopify,Ciudad de México,Transferencia,81241.5,19/04/2024
1572,2024-09-18,Campera impermeable,Ropa,78509.45,2.0,WooCommerce,Rosario,Tarjeta crédito,157018.9,18/09/2024
1573,2024-08-30,Short deportivo,Ropa,21444.21,3.0,Tiendanube,Bogotá,Tarjeta crédito,64332.63,30/08/2024
1574,2024-03-27,Buzo hoodie,Ropa,57004.21,3.0,MercadoLibre,Mar del Plata,Transferencia,171012.63,27/03/2024
1575,2024-12-03,Medias pack x3,Accesorios,8009.51,5.0,Tiendanube,Rosario,Tarjeta crédito,40047.55,03/12/2024
1576,2024-02-13,Jean slim,Ropa,0.0,5.0,Shopify,Mendoza,Tarjeta crédito,214327.25,13/02/2024
1577,2024-05-25,Cinturón cuero,Accesorios,26877.68,2.0,Shopify,Lima,Tarjeta crédito,53755.36,25/05/2024
1578,2024-09-20,Remera básica,Ropa,15547.67,4.0,Shopify,Córdoba,Tarjeta crédito,62190.68,20/09/2024
1579,2024-12-05,Remera básica,Ropa,15361.84,2.0,WooCommerce,Ciudad de México,Efectivo,30723.68,05/12/2024
1580,2024-11-20,Jean slim,Ropa,46294.8,4.0,Tiendanube,Madrid,Tarjeta crédito,185179.2,20/11/2024
1581,2024-11-13,Cinturón cuero,Accesorios,26205.21,4.0,Shopify,Ciudad de México,Tarjeta crédito,104820.84,13/11/2024
1582,2024-06-20,Vestido floral,Ropa,36060.61,5.0,MercadoLibre,Santiago,Tarjeta crédito,180303.05,20/06/2024
1583,2024-02-17,Remera básica,Ropa,15963.71,1.0,Shopify,Madrid,Tarjeta débito,15963.71,17/02/2024
1584,2024-04-30,Zapatillas running,Calzado,76635.03,1.0,MercadoLibre,Córdoba,Efectivo,76635.03,30/04/2024
1585,2024-12-10,Remera básica,Ropa,16059.18,3.0,WooCommerce,Mar del Plata,Transferencia,48177.54,10/12/2024
1586,2024-06-07,Remera básica,Ropa,14371.98,5.0,MercadoLibre,Mar del Plata,Transferencia,71859.9,07/06/2024
1587,2024-04-25,Campera impermeable,Ropa,67078.16,4.0,Tiendanube,Madrid,Transferencia,268312.64,25/04/2024
1588,2024-04-11,Cinturón cuero,Accesorios,24496.4,1.0,MercadoLibre,Buenos Aires,Transferencia,24496.4,11/04/2024
1589,2024-03-16,Buzo hoodie,Ropa,50302.77,4.0,MercadoLibre,Lima,Tarjeta crédito,201211.08,16/03/2024
1590,2024-01-13,Short deportivo,Ropa,21508.18,1.0,MercadoLibre,Madrid,Tarjeta crédito,21508.18,13/01/2024
1591,2024-01-24,Medias pack x3,Accesorios,7939.65,1.0,WooCommerce,Lima,Transferencia,7939.65,24/01/2024
1592,2024-05-05,Short deportivo,Ropa,20211.41,1.0,Shopify,Lima,Tarjeta crédito,20211.41,05/05/2024
1593,2024-08-31,Cinturón cuero,Accesorios,24829.39,5.0,MercadoLibre,Ciudad de México,Tarjeta crédito,124146.95,31/08/2024
1594,2024-11-08,Gorra snapback,Accesorios,18512.94,2.0,Shopify,Ciudad de México,Tarjeta crédito,37025.88,08/11/2024
1595,2024-02-07,Buzo hoodie,Ropa,59401.39,4.0,MercadoLibre,Madrid,Efectivo,237605.56,07/02/2024
1596,2024-08-21,Vestido floral,Ropa,37732.88,0.0,Tiendanube,Madrid,Tarjeta débito,188664.4,21/08/2024
1597,2024-07-31,Zapatillas running,Calzado,77958.98,5.0,MercadoLibre,Ciudad de México,Tarjeta crédito,389794.89999999997,31/07/2024
1598,2024-11-18,Buzo hoodie,Ropa,57549.56,5.0,Shopify,Ciudad de México,,287747.8,18/11/2024
1599,2024-10-21,Gorra snapback,Accesorios,19502.86,5.0,WooCommerce,Buenos Aires,Tarjeta débito,97514.3,21/10/2024
1600,2024-04-09,Zapatillas running,Calzado,92182.34,5.0,MercadoLibre,Mendoza,Tarjeta crédito,460911.69999999995,09/04/2024
1601,2024-12-22,Remera básica,Ropa,15804.65,3.0,MercadoLibre,Rosario,Tarjeta débito,47413.95,22/12/2024
1602,2024-07-15,Short deportivo,Ropa,20677.67,4.0,Tiendanube,Santiago,Tarjeta crédito,82710.68,15/07/2024
1603,2024-09-10,Short deportivo,Ropa,21246.37,5.0,MercadoLibre,Santiago,Transferencia,106231.84999999999,10/09/2024
1604,2024-07-23,Zapatillas running,Calzado,81893.84,4.0,Tiendanube,Buenos Aires,Tarjeta crédito,327575.36,23/07/2024
1605,2024-05-04,Jean slim,Ropa,49467.94,3.0,Tiendanube,Mar del Plata,Transferencia,148403.82,04/05/2024
1606,2024-03-16,Remera básica,Ropa,14958.89,3.0,Shopify,Santiago,Tarjeta crédito,44876.67,16/03/2024
1607,2024-12-01,Zapatillas running,Calzado,88438.94,4.0,WooCommerce,Mar del Plata,Tarjeta débito,353755.76,01/12/2024
1608,2024-12-18,Remera básica,Ropa,14928.66,1.0,MercadoLibre,Ciudad de México,Tarjeta crédito,14928.66,18/12/2024
1609,2024-01-03,Jean slim,Ropa,43005.38,2.0,MercadoLibre,Lima,Tarjeta crédito,86010.76,03/01/2024
1610,2024-02-24,Cinturón cuero,Accesorios,22691.41,1.0,MercadoLibre,Rosario,Transferencia,22691.41,24/02/2024
1611,2024-08-05,Medias pack x3,Accesorios,7449.19,1.0,WooCommerce,Rosario,Efectivo,7449.19,05/08/2024
1612,2024-04-22,Campera impermeable,Ropa,71567.53,1.0,MercadoLibre,Mar del Plata,Tarjeta crédito,71567.53,22/04/2024
1613,2024-03-31,Campera impermeable,Ropa,74019.12,5.0,Shopify,Ciudad de México,Tarjeta crédito,370095.6,31/03/2024
1614,2024-12-22,Short deportivo,Ropa,21208.82,3.0,Shopify,,Tarjeta crédito,63626.46,22/12/2024
1615,2024-09-22,Short deportivo,Ropa,19937.82,1.0,MercadoLibre,Madrid,Tarjeta débito,19937.82,22/09/2024
1616,2024-08-25,Medias pack x3,Accesorios,8161.72,3.0,WooCommerce,Buenos Aires,Tarjeta débito,24485.16,25/08/2024
1617,2024-01-26,Remera básica,Ropa,14640.85,4.0,WooCommerce,Ciudad de México,Tarjeta crédito,58563.4,26/01/2024
1618,2024-10-12,Remera básica,Ropa,16309.38,2.0,WooCommerce,Bogotá,Transferencia,32618.76,12/10/2024
1619,2024-05-07,Zapatillas running,Calzado,82645.38,4.0,MercadoLibre,Bogotá,Efectivo,330581.52,07/05/2024
1620,2024-03-03,Gorra snapback,Accesorios,17748.4,4.0,MercadoLibre,Córdoba,Transferencia,70993.6,03/03/2024
1621,2024-08-21,Cinturón cuero,Accesorios,24867.05,5.0,Tiendanube,Lima,Tarjeta crédito,124335.25,21/08/2024
1622,2024-03-09,Campera impermeable,Ropa,65578.72,2.0,Tiendanube,Córdoba,Tarjeta crédito,131157.44,09/03/2024
1623,2024-08-25,Cinturón cuero,Accesorios,26840.1,4.0,WooCommerce,Madrid,Transferencia,107360.4,25/08/2024
1624,2024-12-07,Zapatillas running,Calzado,92694.97,4.0,WooCommerce,Madrid,,370779.88,07/12/2024
1625,2024-09-28,Buzo hoodie,Ropa,57020.39,2.0,MercadoLibre,Lima,Efectivo,114040.78,28/09/2024
1626,2024-10-13,Jean slim,Ropa,42928.63,2.0,Shopify,Córdoba,Tarjeta crédito,85857.26,13/10/2024
1627,2024-10-31,Cinturón cuero,Accesorios,25678.44,4.0,MercadoLibre,Córdoba,Transferencia,102713.76,31/10/2024
1628,2024-06-11,Short deportivo,Ropa,20167.8,2.0,Tiendanube,Córdoba,Transferencia,40335.6,11/06/2024
1629,2024-08-14,Zapatillas running,Calzado,77677.4,4.0,Tiendanube,Rosario,Tarjeta débito,310709.6,14/08/2024
1630,2024-11-09,Vestido floral,Ropa,37278.52,4.0,Shopify,Córdoba,Tarjeta débito,149114.08,09/11/2024
1631,2024-09-15,Jean slim,Ropa,43185.03,5.0,MercadoLibre,Buenos Aires,Efectivo,215925.15,15/09/2024
1632,2024-08-06,Remera básica,Ropa,15636.62,1.0,Tiendanube,Rosario,Tarjeta crédito,15636.62,06/08/2024
1633,2024-10-07,Zapatillas running,Calzado,91311.92,4.0,MercadoLibre,Bogotá,Tarjeta crédito,365247.68,07/10/2024
1634,2024-08-16,Cinturón cuero,Accesorios,25123.89,3.0,MercadoLibre,Córdoba,Efectivo,75371.67,16/08/2024
1635,2024-03-22,Gorra snapback,Accesorios,18610.72,1.0,Tiendanube,Madrid,Tarjeta débito,18610.72,22/03/2024
1636,2024-08-31,Cinturón cuero,Accesorios,23797.24,1.0,MercadoLibre,Madrid,Tarjeta débito,23797.24,31/08/2024
1637,2024-08-18,Gorra snapback,Accesorios,19189.98,1.0,MercadoLibre,Bogotá,Tarjeta crédito,19189.98,18/08/2024
1638,2024-05-12,Gorra snapback,Accesorios,16532.79,5.0,MercadoLibre,Ciudad de México,Tarjeta crédito,82663.95000000001,12/05/2024
1639,2024-05-06,Short deportivo,Ropa,23767.22,4.0,WooCommerce,Mendoza,Transferencia,95068.88,06/05/2024
1640,2024-11-22,Buzo hoodie,Ropa,53262.21,5.0,Tiendanube,Mar del Plata,Tarjeta crédito,266311.05,22/11/2024
1641,2024-05-21,Cinturón cuero,Accesorios,26265.88,4.0,WooCommerce,Buenos Aires,Tarjeta crédito,105063.52,21/05/2024
1642,2024-09-23,Short deportivo,Ropa,20523.95,5.0,Shopify,Ciudad de México,Transferencia,102619.75,23/09/2024
1643,2024-09-05,Medias pack x3,Accesorios,7758.84,5.0,WooCommerce,Buenos Aires,Tarjeta crédito,38794.2,05/09/2024
1644,2024-11-16,Medias pack x3,Accesorios,7870.56,3.0,Tiendanube,Buenos Aires,Tarjeta crédito,23611.68,16/11/2024
1645,2024-05-02,Cinturón cuero,Accesorios,24877.5,5.0,WooCommerce,Bogotá,Transferencia,124387.5,02/05/2024
1646,2024-05-20,Vestido floral,Ropa,39435.11,2.0,MercadoLibre,Bogotá,Tarjeta crédito,78870.22,20/05/2024
1647,2024-08-13,Vestido floral,Ropa,35421.24,3.0,MercadoLibre,Madrid,Tarjeta crédito,106263.72,13/08/2024
1648,2024-02-09,Short deportivo,Ropa,22865.44,5.0,Shopify,Rosario,Tarjeta débito,114327.2,09/02/2024
1649,2024-05-26,Remera básica,Ropa,14564.08,1.0,Tiendanube,Santiago,Transferencia,14564.08,26/05/2024
1650,2024-04-30,Jean slim,Ropa,46736.11,2.0,MercadoLibre,Córdoba,Tarjeta crédito,93472.22,30/04/2024
1651,2024-05-19,Remera básica,Ropa,14667.41,2.0,WooCommerce,Mendoza,Tarjeta débito,29334.82,19/05/2024
1652,2024-06-20,Buzo hoodie,Ropa,49609.25,-1.0,Tiendanube,Ciudad de México,Tarjeta débito,99218.5,20/06/2024
1653,2024-06-12,Cinturón cuero,Accesorios,26415.36,3.0,MercadoLibre,Madrid,Tarjeta crédito,79246.08,12/06/2024
1654,2024-10-03,Buzo hoodie,Ropa,56068.42,5.0,MercadoLibre,Bogotá,Transferencia,280342.1,03/10/2024
1655,2024-02-11,Zapatillas running,Calzado,77822.75,5.0,MercadoLibre,Buenos Aires,Tarjeta crédito,389113.75,11/02/2024
1656,2024-03-11,Campera impermeable,Ropa,74418.66,1.0,Tiendanube,Mar del Plata,Tarjeta crédito,74418.66,fecha_invalida
1657,2024-03-18,Cinturón cuero,Accesorios,25582.56,1.0,MercadoLibre,Bogotá,Tarjeta crédito,25582.56,18/03/2024
1658,2024-04-28,Short deportivo,Ropa,21224.42,2.0,Shopify,Buenos Aires,Tarjeta crédito,42448.84,28/04/2024
1659,2024-07-15,Remera básica,Ropa,16459.1,1.0,Tiendanube,Bogotá,Transferencia,16459.1,15/07/2024
1660,2024-12-21,Gorra snapback,Accesorios,19580.29,3.0,MercadoLibre,Córdoba,Tarjeta débito,58740.87,21/12/2024
1661,2024-03-19,Zapatillas running,Calzado,89128.22,5.0,MercadoLibre,Ciudad de México,Transferencia,445641.1,19/03/2024
1662,2024-12-27,Remera básica,Ropa,15710.16,2.0,Shopify,Santiago,Tarjeta débito,31420.32,27/12/2024
1663,2024-04-19,Buzo hoodie,Ropa,52981.67,1.0,Tiendanube,Mar del Plata,Tarjeta crédito,52981.67,19/04/2024
1664,2024-02-02,Gorra snapback,Accesorios,16741.82,3.0,Tiendanube,Santiago,Transferencia,50225.46,02/02/2024
1665,2024-07-31,Remera básica,Ropa,14875.98,3.0,MercadoLibre,Ciudad de México,Tarjeta crédito,44627.94,31/07/2024
1666,2024-07-27,Cinturón cuero,Accesorios,23237.43,1.0,WooCommerce,Mar del Plata,Efectivo,23237.43,27/07/2024
1667,2024-06-18,Vestido floral,Ropa,40768.69,5.0,MercadoLibre,Ciudad de México,Tarjeta crédito,203843.45,18/06/2024
1668,2024-10-04,Campera impermeable,Ropa,66435.94,1.0,Tiendanube,Lima,Tarjeta crédito,66435.94,04/10/2024
1669,2024-08-26,Gorra snapback,Accesorios,19691.91,2.0,WooCommerce,Madrid,Tarjeta débito,39383.82,26/08/2024
1670,2024-07-31,Zapatillas running,Calzado,83408.57,1.0,Shopify,Santiago,,83408.57,31/07/2024
1671,2024-02-01,Cinturón cuero,Accesorios,25103.46,3.0,Tiendanube,Rosario,Efectivo,75310.38,01/02/2024
1672,2024-04-15,Buzo hoodie,Ropa,49540.45,1.0,MercadoLibre,Córdoba,Tarjeta débito,49540.45,15/04/2024
1673,2024-08-03,Cinturón cuero,Accesorios,24752.79,5.0,Shopify,Buenos Aires,Tarjeta crédito,123763.95000000001,03/08/2024
1674,2024-07-18,Vestido floral,Ropa,40527.08,4.0,MercadoLibre,Mar del Plata,Tarjeta débito,162108.32,18/07/2024
1675,2024-10-26,Jean slim,Ropa,41631.45,1.0,MercadoLibre,Rosario,Tarjeta crédito,41631.45,26/10/2024
1676,2024-12-22,Medias pack x3,Accesorios,7918.93,5.0,Shopify,Córdoba,Tarjeta crédito,39594.65,22/12/2024
1677,2024-01-11,Gorra snapback,Accesorios,19690.05,5.0,MercadoLibre,Rosario,Tarjeta débito,98450.25,11/01/2024
1678,2024-10-21,Zapatillas running,Calzado,78156.58,3.0,MercadoLibre,Rosario,Tarjeta crédito,234469.74,21/10/2024
1679,2024-07-13,Zapatillas running,Calzado,80216.59,5.0,WooCommerce,Madrid,,401082.94999999995,13/07/2024
1680,2024-09-01,Zapatillas running,Calzado,93143.54,5.0,WooCommerce,Bogotá,Tarjeta débito,465717.69999999995,01/09/2024
1681,2024-01-04,Buzo hoodie,Ropa,54121.94,5.0,Shopify,Rosario,Tarjeta crédito,270609.7,04/01/2024
1682,2024-06-29,Jean slim,Ropa,45414.78,5.0,Shopify,Mar del Plata,Efectivo,227073.9,29/06/2024
1683,2024-06-01,Jean slim,Ropa,41994.91,2.0,Tiendanube,Córdoba,Efectivo,83989.82,01/06/2024
1684,2024-07-18,Cinturón cuero,Accesorios,24387.78,2.0,WooCommerce,Madrid,Transferencia,48775.56,18/07/2024
1685,2024-08-02,Buzo hoodie,Ropa,0.0,3.0,WooCommerce,Buenos Aires,Efectivo,159986.82,02/08/2024
1686,2024-10-02,Buzo hoodie,Ropa,59976.15,1.0,MercadoLibre,Córdoba,Tarjeta crédito,59976.15,02/10/2024
1687,2024-10-06,Buzo hoodie,Ropa,60189.19,5.0,Tiendanube,Mendoza,Tarjeta crédito,300945.95,06/10/2024
1688,2024-11-04,Medias pack x3,Accesorios,8122.94,1.0,Shopify,Mar del Plata,Tarjeta crédito,8122.94,04/11/2024
1689,2024-04-22,Short deportivo,Ropa,19863.23,1.0,Shopify,Bogotá,Tarjeta crédito,19863.23,22/04/2024
1690,2024-09-06,Remera básica,Ropa,15941.34,3.0,MercadoLibre,Rosario,Tarjeta débito,47824.020000000004,06/09/2024
1691,2024-04-22,Vestido floral,Ropa,34323.05,5.0,MercadoLibre,Mar del Plata,Tarjeta crédito,171615.25,22/04/2024
1692,2024-05-19,Buzo hoodie,Ropa,59363.2,5.0,Shopify,Córdoba,Tarjeta crédito,296816.0,19/05/2024
1693,2024-08-11,Vestido floral,Ropa,38015.85,4.0,,Mendoza,Tarjeta débito,152063.4,11/08/2024
1694,2024-09-05,Cinturón cuero,Accesorios,26838.79,1.0,Tiendanube,Bogotá,Tarjeta crédito,26838.79,05/09/2024
1695,2024-01-15,Gorra snapback,Accesorios,18717.54,1.0,MercadoLibre,Córdoba,Tarjeta débito,18717.54,15/01/2024
1696,2024-07-18,Gorra snapback,Accesorios,18536.08,2.0,Shopify,Lima,Tarjeta crédito,37072.16,18/07/2024
1697,2024-06-21,,Ropa,37665.58,4.0,MercadoLibre,Córdoba,Tarjeta débito,150662.32,21/06/2024
1698,2024-12-08,Cinturón cuero,Accesorios,24551.93,2.0,Tiendanube,Buenos Aires,Tarjeta crédito,49103.86,08/12/2024
1699,2024-12-13,Cinturón cuero,Accesorios,24261.06,2.0,MercadoLibre,Santiago,Tarjeta débito,48522.12,13/12/2024
1700,2024-07-26,Zapatillas running,Calzado,85721.94,2.0,MercadoLibre,Ciudad de México,Tarjeta crédito,171443.88,26/07/2024
1701,2024-03-25,Zapatillas running,Calzado,85393.89,3.0,Tiendanube,Rosario,Tarjeta crédito,256181.66999999998,25/03/2024
1702,2024-08-27,Short deportivo,Ropa,23166.36,3.0,MercadoLibre,Madrid,Tarjeta crédito,69499.08,27/08/2024
1703,2024-03-06,Remera básica,Ropa,13840.14,2.0,WooCommerce,Mar del Plata,Tarjeta débito,27680.28,06/03/2024
1704,2024-11-14,Medias pack x3,Accesorios,7481.3,4.0,MercadoLibre,Córdoba,Transferencia,29925.2,14/11/2024
1705,2024-09-30,Vestido floral,Ropa,37455.72,1.0,MercadoLibre,Santiago,Tarjeta crédito,37455.72,30/09/2024
1706,2024-01-14,Short deportivo,Ropa,20578.34,4.0,WooCommerce,Córdoba,Tarjeta crédito,82313.36,14/01/2024
1707,2024-07-20,Short deportivo,Ropa,22417.52,5.0,MercadoLibre,Lima,Tarjeta crédito,112087.6,20/07/2024
1708,2024-10-30,Campera impermeable,Ropa,-384.35375652644063,3.0,MercadoLibre,Santiago,Tarjeta débito,217847.37,30/10/2024
1709,2024-10-15,campera Impermeable,Ropa,53697.2,1.0,MercadoLibre,Buenos Aires,Tarjeta débito,53697.2,15/10/2024
1710,2024-12-05,Jean slim,Ropa,48105.82,1.0,MercadoLibre,Mar del Plata,Tarjeta crédito,48105.82,05/12/2024
1711,2024-01-14,Cinturón cuero,Accesorios,25942.75,5.0,MercadoLibre,Bogotá,Tarjeta débito,129713.75,14/01/2024
1712,2024-02-12,Buzo hoodie,Ropa,54312.43,5.0,Shopify,Buenos Aires,Tarjeta crédito,271562.15,12/02/2024
1713,2024-11-25,Vestido floral,Ropa,0.0,2.0,MercadoLibre,Buenos Aires,Tarjeta débito,72705.38,25/11/2024
1714,2024-08-07,Buzo hoodie,Ropa,56324.14,3.0,Shopify,Rosario,Tarjeta débito,168972.41999999998,07/08/2024
1715,2024-03-10,Remera básica,Ropa,-629.6652602905655,3.0,MercadoLibre,Mendoza,Transferencia,48826.229999999996,10/03/2024
1716,2024-08-24,Zapatillas running,Calzado,91068.95,4.0,MercadoLibre,Ciudad de México,Tarjeta crédito,364275.8,24/08/2024
1717,2024-04-03,Short deportivo,Ropa,24179.6,2.0,MercadoLibre,Lima,Tarjeta crédito,48359.2,03/04/2024
1718,2024-01-26,Campera impermeable,Ropa,76405.53,2.0,MercadoLibre,Buenos Aires,Tarjeta crédito,152811.06,26/01/2024
1719,2024-05-13,Buzo hoodie,Ropa,50641.93,2.0,WooCommerce,Mar del Plata,Tarjeta crédito,101283.86,13/05/2024
1720,2024-07-13,Zapatillas running,Calzado,87543.62,2.0,MercadoLibre,Bogotá,Tarjeta crédito,175087.24,13/07/2024
1721,2024-06-16,Short deportivo,Ropa,22511.55,3.0,Tiendanube,Buenos Aires,Efectivo,67534.65,16/06/2024
1722,2024-04-18,Zapatillas running,Calzado,83491.75,3.0,WooCommerce,Ciudad de México,Tarjeta crédito,250475.25,18/04/2024
1723,2024-08-20,Vestido floral,Ropa,37972.68,2.0,WooCommerce,Buenos Aires,Transferencia,75945.36,20/08/2024
1724,2024-06-16,Buzo hoodie,Ropa,57768.99,,Shopify,Mar del Plata,Tarjeta crédito,231075.96,16/06/2024
1725,2024-06-21,Campera impermeable,Ropa,78152.1,1.0,WooCommerce,Córdoba,Transferencia,78152.1,21/06/2024
1726,2024-07-13,Vestido floral,Ropa,0.0,1.0,MercadoLibre,Córdoba,Tarjeta crédito,34957.74,13/07/2024
1727,2024-05-22,Zapatillas running,Calzado,84049.76,4.0,MercadoLibre,Santiago,Tarjeta débito,336199.04,22/05/2024
1728,2024-08-03,Medias pack x3,Accesorios,8129.97,2.0,MercadoLibre,Mendoza,Tarjeta débito,16259.94,03/08/2024
1729,2024-05-09,Campera impermeable,Ropa,65269.95,3.0,MercadoLibre,Buenos Aires,Transferencia,195809.84999999998,09/05/2024
1730,2024-02-11,Gorra snapback,Accesorios,17243.66,1.0,WooCommerce,Santiago,Transferencia,17243.66,11/02/2024
1731,2024-08-28,Zapatillas running,Calzado,83650.89,5.0,MercadoLibre,Madrid,Tarjeta crédito,418254.45,28/08/2024
1732,2024-01-10,Jean slim,Ropa,42505.91,5.0,MercadoLibre,Bogotá,Tarjeta crédito,212529.55000000002,10/01/2024
1733,2024-10-03,Jean slim,Ropa,44591.67,4.0,Tiendanube,Mar del Plata,Tarjeta crédito,178366.68,03/10/2024
1734,2024-01-27,Short deportivo,Ropa,21476.75,2.0,MercadoLibre,Córdoba,Tarjeta débito,42953.5,27/01/2024
1735,2024-06-28,Zapatillas running,Calzado,79824.52,1.0,MercadoLibre,Buenos Aires,Tarjeta débito,79824.52,28/06/2024
1736,2024-04-24,Remera básica,Ropa,14908.72,2.0,Tiendanube,Madrid,Tarjeta débito,29817.44,24/04/2024
1737,2024-11-28,Zapatillas running,Calzado,78615.49,1.0,Shopify,,Tarjeta crédito,78615.49,28/11/2024
1738,2024-02-05,Zapatillas running,Calzado,92949.47,4.0,Shopify,Lima,Tarjeta crédito,371797.88,05/02/2024
1739,2024-11-29,Vestido floral,Ropa,41146.62,4.0,WooCommerce,Ciudad de México,Transferencia,164586.48,29/11/2024
1740,2024-01-21,Campera impermeable,Ropa,-1579.89101236232,5.0,Tiendanube,Ciudad de México,Tarjeta crédito,353731.3,21/01/2024
1741,2024-01-16,Jean slim,Ropa,47883.76,2.0,Shopify,Ciudad de México,Tarjeta débito,95767.52,16/01/2024
1742,2024-05-06,Cinturón cuero,Accesorios,26019.17,5.0,Shopify,,Transferencia,130095.84999999999,06/05/2024
1743,2024-04-12,Jean slim,Ropa,47170.38,2.0,Tiendanube,Córdoba,Tarjeta crédito,94340.76,12/04/2024
1744,2024-01-11,Gorra snapback,Accesorios,16227.38,5.0,MercadoLibre,Córdoba,Tarjeta crédito,81136.9,11/01/2024
1745,2024-11-14,Jean slim,Ropa,43871.79,3.0,Shopify,Madrid,Tarjeta débito,131615.37,14/11/2024
1746,2024-03-19,Vestido floral,Ropa,35901.92,3.0,MercadoLibre,Lima,Tarjeta débito,107705.76,19/03/2024
1747,2024-05-02,Cinturón cuero,Accesorios,23918.02,3.0,WooCommerce,,Tarjeta crédito,71754.06,fecha_invalida
1748,2024-03-05,Gorra snapback,Accesorios,19366.59,3.0,Tiendanube,Buenos Aires,Tarjeta crédito,58099.770000000004,05/03/2024
1749,2024-08-30,Short deportivo,Ropa,20963.8,1.0,MercadoLibre,Rosario,Transferencia,20963.8,30/08/2024
1750,2024-12-08,Medias pack x3,Accesorios,8541.57,3.0,WooCommerce,Rosario,Tarjeta crédito,25624.71,08/12/2024
1751,2024-02-28,Medias pack x3,Accesorios,8472.22,4.0,Shopify,Buenos Aires,Transferencia,33888.88,28/02/2024
1752,2024-10-15,Campera impermeable,Ropa,70771.92,4.0,Tiendanube,Lima,Tarjeta débito,283087.68,15/10/2024
1753,2024-04-21,Short deportivo,Ropa,20862.84,1.0,MercadoLibre,Madrid,Tarjeta crédito,20862.84,21/04/2024
1754,2024-08-26,Short deportivo,Ropa,23760.82,3.0,MercadoLibre,Ciudad de México,Tarjeta crédito,71282.45999999999,26/08/2024
1755,2024-12-24,Campera impermeable,Ropa,70769.62,3.0,MercadoLibre,Rosario,Tarjeta crédito,212308.86,24/12/2024
